él_295,9
comer_144,0
dentro_603,7
él_500,9
pensar_925,6
ese_549,5
fuerte_372,8
bien_966,4
comer_231,0
dentro_73,7
tú_263,1
sí_307,3
él_717,9
ese_719,5
comer_422,0
sí_659,3
tú_80,1
comer_355,0
fuerte_487,8
sí_83,3
sí_655,3
bien_95,4
pensar_97,6
él_262,9
sí_306,3
bien_270,4
comer_709,0
cuánto_733,2
pensar_623,6
él_410,9
bien_337,4
tú_176,1
comer_323,0
tú_340,1
tú_234,1
tú_762,1
tú_205,1
tú_288,1
bien_522,4
fuerte_153,8
ese_121,5
tú_612,1
cuánto_1024,2
tú_44,1
comer_625,0
tú_740,1
sí_359,3
cuánto_1019,2
comer_444,0
tú_207,1
sí_157,3
comer_860,0
tú_619,1
tú_488,1
comer_309,0
pensar_189,6
él_918,9
ese_608,5
dentro_532,7
sí_251,3
tú_635,1
sí_79,3
fuerte_628,8
bien_230,4
cuánto_460,2
tú_377,1
bien_16,4
comer_1010,0
pensar_122,6
tú_126,1
fuerte_310,8
tú_890,1
fuerte_361,8
bien_295,4
ese_138,5
tú_691,1
pensar_641,6
cuánto_415,2
tú_266,1
comer_70,0
cuánto_1073,2
comer_1032,0
pensar_771,6
bien_401,4
cuánto_952,2
bien_626,4
sí_657,3
cuánto_403,2
sí_228,3
cuánto_847,2
tú_481,1
comer_1036,0
bien_374,4
sí_159,3
bien_244,4
cuánto_742,2
ese_624,5
tú_451,1
pensar_66,6
dentro_566,7
él_296,9
tú_449,1
sí_277,3
tú_247,1
sí_633,3
fuerte_242,8
comer_408,0
ese_352,5
ese_642,5
tú_1139,1
fuerte_240,8
tú_154,1
comer_705,0
fuerte_363,8
cuánto_954,2
pensar_761,6
comer_654,0
cuánto_405,2
comer_1043,0
comer_1028,0
comer_238,0
tú_455,1
él_280,9
cuánto_708,2
ese_20,5
tú_893,1
sí_240,3
sí_291,3
bien_561,4
comer_560,0
él_285,9
cuánto_873,2
cuánto_963,2
dentro_371,7
ese_544,5
dentro_692,7
comer_712,0
comer_1085,0
ese_385,5
comer_286,0
tú_316,1
pensar_777,6
cuánto_931,2
dentro_596,7
cuánto_483,2
comer_644,0
cuánto_837,2
bien_329,4
comer_1004,0
ese_380,5
tú_53,1
pensar_753,6
comer_293,0
tú_168,1
fuerte_362,8
bien_294,4
dentro_8,7
pensar_450,6
sí_194,3
cuánto_1134,2
tú_418,1
bien_147,4
él_302,9
ese_143,5
ese_697,5
tú_711,1
tú_1087,1
tú_229,1
sí_1105,3
cuánto_706,2
sí_419,3
sí_292,3
él_223,9
tú_172,1
comer_786,0
bien_578,4
comer_590,0
tú_884,1
sí_284,3
tú_724,1
comer_412,0
sí_565,3
sí_308,3
comer_529,0
dentro_809,7
comer_477,0
bien_17,4
comer_747,0
bien_416,4
comer_358,0
sí_155,3
pensar_339,6
pensar_600,6
fuerte_588,8
cuánto_468,2
sí_37,3
cuánto_1084,2
ese_347,5
sí_278,3
tú_639,1
bien_381,4
comer_765,0
cuánto_703,2
fuerte_571,8
bien_288,4
cuánto_420,2
pensar_640,6
tú_1017,1
comer_1046,0
comer_1022,0
comer_1072,0
cuánto_878,2
tú_390,1
bien_979,4
bien_1107,4
pensar_894,6
ese_219,5
cuánto_858,2
ese_638,5
dentro_486,7
tú_96,1
bien_174,4
dentro_457,7
tú_160,1
comer_429,0
comer_248,0
cuánto_1130,2
tú_407,1
comer_489,0
cuánto_928,2
comer_86,0
pensar_61,6
él_290,9
pensar_378,6
bien_383,4
comer_414,0
comer_1039,0
fuerte_587,8
comer_409,0
comer_148,0
sí_242,3
comer_1175,0
tú_1031,1
ese_695,5
dentro_580,7
ese_344,5
cuánto_445,2
comer_1051,0
tú_646,1
comer_298,0
comer_123,0
dentro_647,7
él_524,9
comer_875,0
comer_426,0
bien_1153,4
comer_268,0
dentro_369,7
comer_779,0
sí_76,3
fuerte_584,8
comer_303,0
